BIBLE	NOTE	PACK	SHORT	NAME	NAMEENGLISH	LANGUAGE	LANGUAGEENGLISH	COUNTRY	RTL	LANGUAGESTYLE	LANGUAGECSS	LANGUAGECODE	LANGUAGECODEISO	LANGUAGESPELL	NOPRO	ABCOPYRIGHT	COPYRIGHT	EXTENSION	WARNING	TRANSLATOR	SOURCE	YEAR	DESCRIPTION	SOURCEDOMAIN	SOURCELINK	SOURCELINKEXTRA	DOWNLOAD	AMAZON	AMAZONNT	AMAZONJOHN	KDP	KDPNT	KDPJOHN	LULU	LULUNT	LULUHARD	LULUJOHN	LULUX	LULUNTX	LULUHARDX	LULUJOHNX	BUYOTHER
Holy-Bible---Twi---Akuapem-Twi-Bible			TWI	Akuapem Twi Nkwa Asɛm	Akuapem Twi Bible	Akuapem Twi	Twi	Ghana				twi	tw			Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0, International			Biblica, Inc.	Biblica, Inc.	1996, 2020	Original work available for free at www.biblica.com and open.bible	eBible.org	https://ebible.org/details.php?id=twi	https://www.biblica.com		NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-akuapem-twi-bible/paperback/product-459mgd7.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-akuapem-twi-bible-new-testament/paperback/product-v8g952r.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-akuapem-twi-bible/hardcover/product-956z475.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-akuapem-twi-bible-gospel-primer/paperback/product-p675989.html	459mgd7	v8g952r	956z475	p675989	NULL
Holy-Bible---Twi---Asante-Twi-WASNA			TWK	Asante Twi Nkwa Asɛm	Asante Twi Bible	Asante Twi	Twi	Ghana				twi	tw			Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0, International			Biblica, Inc.	Biblica, Inc.	1996, 2020	Original work available for free at www.biblica.com and open.bible	eBible.org	https://ebible.org/details.php?id=twiasante	https://www.biblica.com		NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-asante-twi-bible/paperback/product-kvk92gm.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-asante-twi-bible-new-testament/paperback/product-gjqgkz9.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-asante-twi-bible/hardcover/product-846k8mq.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-asante-twi-bible-gospel-primer/paperback/product-7ke8vnz.html	kvk92gm	gjqgkz9	846k8mq	7ke8vnz	NULL
Holy-Bible---Ukrainian---New-Translation		1	UNT	Новий Переклад Українською	New Ukranian Translation	Український	Ukrainian	Ukraine				ukr	uk	uk		Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0, International			Biblica, Inc.	Biblica, Inc.	2022	Original work available for free at www.biblica.com and open.bible	eBible.org	https://ebible.org/details.php?id=ukronpu	https://www.biblica.com		B0DYZQLLBP	NULL	NULL	6GJCBPQPGNX	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-new-ukranian-translation/paperback/product-2m457j6.html	NULL	NULL	NULL	2m457j6	NULL	NULL	NULL	NULL
Holy-Bible---Ukrainian---Ukrainian-Freedom-Bible			UKF	Біблія свободи	Ukrainian Freedom Bible	Український	Ukrainian	Ukraine				ukr	uk	uk		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Panteleimon Kulish	Ivan Semenovych Nechui-Levytsky, Ivan Pavlovych Puluj	2024		eBible.org	https://ebible.org/details.php?id=ukrfb			B0F84JHS3M	B0F84JDP44	NULL	W9SS4YW1X5Z	05D7QP83QXQ	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-ukrainian-freedom-bible/paperback/product-m2yd4m6.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-ukrainian-freedom-bible-new-testament/paperback/product-2mw2v4n.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-ukrainian-freedom-bible/hardcover/product-e7wep4g.html	NULL	m2yd4m6	2mw2v4n	e7wep4g	NULL	NULL
Holy-Bible---Ukrainian---Ukrainian-NT			UKN	Український Новий Заповіт	Ukrainian Kulish New Testament	Український	Ukrainian	Ukraine				ukr	uk	uk		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Panteleimon Kulish	Panteleimon Kulish	1871		Crosswire.org	https://crosswire.org/sword/modules/ModInfo.jsp?modName=UkrKulish	https://ebible.org/details.php?id=ukr1871		B0BSJNB17H	NULL	NULL	60BMMV9R5NR	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-ukrainian-kulish-new-testament/paperback/product-1qkgpdmr.html	NULL	NULL	NULL	1qkgpdmr	NULL	NULL	NULL	NULL
Holy-Bible---Ukrainian---Ukrainian-Ogienko		2	UKO	Українська Біблія, Івана Огієнка	Ukrainian Bible, Ivan Ogienko	Український	Ukrainian	Ukraine				ukr	uk	uk		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Ivan Ogienko	Ivan Ogienko	1930		Crosswire.org	https://crosswire.org/sword/modules/ModInfo.jsp?modName=UkrOgienko			B0BSJFZDCR	B0BSJJPL47	B0DRRLQSY4	2TJNBP1FMP3	JSE8CZX598E	GKHE9NCKZH1	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-ukrainian-bible-ivan-ogienko/paperback/product-1pg5p5dk.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-ukrainian-bible-ivan-ogienko-new-testament/paperback/product-186y2yzq.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-ukrainian-bible-ivan-ogienko/hardcover/product-1498k8vg.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-ukrainian-bible-ivan-ogienko-gospel-primer/paperback/product-v8jmyer.html	1pg5p5dk	186y2yzq	1498k8vg	v8jmyer	NULL
Holy-Bible---Urdu---Urdu-Bible	HIN		URD	उर्दू बाइबिल, देवनागरी	Urdu Bible, Devanagari	उर्दू	Urdu	Pakistan, India, Terai, Nepal, Bangladesh		font-hindi.css	font-hindi	urd	ur			Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Bridge Connectivity Solutions	Bridge Connectivity Solutions	2017		eBible.org	https://ebible.org/details.php?id=urd			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-urdu-bible-devanagari/paperback/product-6k4jgm.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-urdu-bible-devanagari-new-testament/paperback/product-kgnjy8.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-urdu-bible-devanagari/hardcover/product-zn5w2k.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-urdu-bible-devanagari-gospel-primer/paperback/product-zm9ryq9.html	6k4jgm	kgnjy8	zn5w2k	zm9ryq9	NULL
Holy-Bible---Urdu---Urdu-Free-Contemporary	RTL		URF	آزادانہ اردو ہم عصر ترجمہ	Urdu Open Contemporary Bible	اردو	Urdu	Pakistan, India, Terai, Nepal, Bangladesh	rtl			urd	ur			Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Biblica, Inc.	Biblica, Inc.	1999, 2005, 2022, 2024		eBible.org	https://ebible.org/details.php?id=urdoucv			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-urdu-open-contemporary-bible/paperback/product-w4ygdmz.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-urdu-open-contemporary-bible-new-testament/paperback/product-65vkzp2.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-urdu-open-contemporary-bible/hardcover/product-dy64w5j.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-urdu-open-contemporary-bible-gospel-primer/paperback/product-jey2grq.html	w4ygdmz	65vkzp2	dy64w5j	jey2grq	NULL
Holy-Bible---Ut-Ma-in---Ut-Ma-in-Bible			UMA	Ut-Ma’in Bible	Fakia Bible	Ut-Ma'in	Fakai	Nigeria (Kebbi, Niger, Sokoto, Zamfara)				gel				Creative Commons Attribution ShareAlike 4.0 International, 2018-2025	Creative Commons Attribution ShareAlike 4.0			Wycliffe Bible Translators	SIL Nigeria	2024		eBible.org	https://ebible.org/details.php?id=gel			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-fakia-bible/paperback/product-2mwn96n.html	NULL	NULL	NULL	2mwn96n	NULL	NULL	NULL	NULL
Holy-Bible---Uyghur---Uyghur-Bible-Arabic	RTL	1	UYA	مۇقېددېس كالام (يەنگى يېزىق)	Uyghur Bible (arabic script)	Uyghur tili	Uyghur	China (East Turkestan), Kazakhstan, Kyrgyzstan, Tajikistan	rtl	font-arabic.css	font-arabic	uig	ug			Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Mukeddes Kalam - Uyghur Bible Translation Committee	Mukeddes Kalam - Uyghur Bible Translation Committee	2010		eBible.org	https://ebible.org/details.php?id=uigara			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-uyghur-bible-arabic-script/paperback/product-p4dz9g.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-uyghur-bible-arabic-script-new-testament/paperback/product-7zy2vd.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-uyghur-bible-arabic-script/hardcover/product-44vzyk.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-uyghur-bible-arabic-script-gospel-primer/paperback/product-e75dwgn.html	p4dz9g	7zy2vd	44vzyk	e75dwgn	NULL
Holy-Bible---Uyghur---Uyghur-Bible-Cyrillic		2	UYC	Муқеддес Калам (кирил йезиқ)	Uyghur Bible (cyrillic script)	Uyghur tili	Uyghur	China (East Turkestan), Kazakhstan, Kyrgyzstan, Tajikistan				uig	ug			Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Mukeddes Kalam - Uyghur Bible Translation Committee	Mukeddes Kalam - Uyghur Bible Translation Committee	2010		eBible.org	https://ebible.org/details.php?id=uigcyr			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-uyghur-bible-cyrillic-script/paperback/product-p4dzjg.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-uyghur-bible-cyrillic-script-new-testament/paperback/product-kgnqjd.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-uyghur-bible-cyrillic-script/hardcover/product-2n2yen.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-uyghur-bible-cyrillic-script-gospel-primer/paperback/product-v8jmyed.html	p4dzjg	kgnqjd	2n2yen	v8jmyed	NULL
Holy-Bible---Uyghur---Uyghur-Bible-Latin			UYL	Muqeddes Kalam (latin yéziq)	Uyghur Bible (latin script)	Uyghur tili	Uyghur	China (East Turkestan), Kazakhstan, Kyrgyzstan, Tajikistan				uig	ug			Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Mukeddes Kalam - Uyghur Bible Translation Committee	Mukeddes Kalam - Uyghur Bible Translation Committee	2010		eBible.org	https://ebible.org/details.php?id=uiglat			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-uyghur-bible-latin-script/paperback/product-eqeg66.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-uyghur-bible-latin-script-new-testament/paperback/product-v2rewe.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-uyghur-bible-latin-script/hardcover/product-97mrw2.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-uyghur-bible-latin-script-gospel-primer/paperback/product-jeqdyge.html	eqeg66	v2rewe	97mrw2	jeqdyge	NULL
Holy-Bible---Uyghur---Uyghur-Bible-Pinyin			UYP	Muⱪeddes Kalam (yǝngi yeziⱪ)	Uyghur Bible (pinyin script)	Uyghur tili	Uyghur	China (East Turkestan), Kazakhstan, Kyrgyzstan, Tajikistan				uig	ug			Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Mukeddes Kalam - Uyghur Bible Translation Committee	Mukeddes Kalam - Uyghur Bible Translation Committee	2010		eBible.org	https://ebible.org/details.php?id=uigpin			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-uyghur-bible-pinyin-script/paperback/product-97mrd2.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-uyghur-bible-pinyin-script-new-testament/paperback/product-6k47dg.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-uyghur-bible-pinyin-script/hardcover/product-j25425.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-uyghur-bible-pinyin-script-gospel-primer/paperback/product-kvwd5rm.html	97mrd2	6k47dg	j25425	kvwd5rm	NULL
Holy-Bible---Vaagri-Booli---Vaagri-Booli-Bible	HIN		VAA	ದೇವ್ನಿ ಖ್ಹಾಚಿ ವಚನ್	Vaagri Booli Bible	Hakkipikki	Vaagri Booli	India (Tamil Nadu, Andhra Pradesh, Pondicherry, Karnataka, Telangana, Maharashtra)		font-kannada.css	font-kannada	vaa				Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			The Word for the World International	The Word for the World International	2023		eBible.org	https://ebible.org/details.php?id=vaa			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-vaagri-booli-bible/paperback/product-jeyk7y2.html	NULL	NULL	NULL	jeyk7y2	NULL	NULL	NULL	NULL
Holy-Bible---Vaghri---Vaghri-Bible	HIN		VAG	పవిత్ర్ బైబిల్‍	Vaghri Bible	Bavri	Vaghri	Pakistan (Sindh)		font-telugu.css	font-telugu	vgr				Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			The Word for the World International	The Word for the World South Asia	2024		eBible.org	https://ebible.org/details.php?id=vgr			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-vaghri-bible/paperback/product-p69r89m.html	NULL	NULL	NULL	p69r89m	NULL	NULL	NULL	NULL
Holy-Bible---Vidunda---Vidunda-Bible			VID	Chividunda Bible	Vidunda Bible	Chividunda	Vidunda	Tanzania (Ruaha River northern bank)				vid				Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Pioneer Bible Translators	Pioneer Bible Translators	2014		eBible.org	https://ebible.org/details.php?id=vid			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-vidunda-bible/paperback/product-p69r85m.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-vidunda-bible-new-testament/paperback/product-57y2585.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-vidunda-bible/hardcover/product-kv5z2dq.html	NULL	p69r85m	57y2585	kv5z2dq	NULL	NULL
Holy-Bible---Vietnamese---Contemporary		1	VIC	Kinh Thánh Tiếng Việt Hiện Đại	Vietnamese Contemporary Bible	tiếng Việt	Vietnamese	Vietnam, China				vie	vi	vi		Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0, International			Biblica, Inc.	Biblica, Inc.	1982, 1987, 1994, 2005, 2015	Original work available for free at www.biblica.com and open.bible	eBible.org	https://ebible.org/details.php?id=vieovcb	https://www.biblica.com		NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-vietnamese-contemporary-bible/paperback/product-jewn7rr.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-vietnamese-contemporary-bible-new-testament/paperback/product-576g5p2.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-vietnamese-contemporary-bible/hardcover/product-7k69n7g.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-vietnamese-contemporary-bible-gospel-primer/paperback/product-e75dwkn.html	jewn7rr	576g5p2	7k69n7g	e75dwkn	NULL
Holy-Bible---Vietnamese---Vietnamese-Bible		2	VIB	Kinh Thánh Tiếng Việt	Vietnamese Bible	tiếng Việt	Vietnamese	Vietnam, China				vie	vi	vi		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Grace Hazenberg Cadman / John Drange Olsen	Cadman with the CMA and Bible Society in Vietnam	1923		eBible.org	https://ebible.org/details.php?id=vie1934			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-vietnamese-bible/paperback/product-1vgmpmrd.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-vietnamese-bible-new-testament/paperback/product-5q4mn9.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-vietnamese-bible/hardcover/product-med9vk.html	NULL	1vgmpmrd	5q4mn9	med9vk	NULL	NULL
Holy-Bible---Vietnamese---Vietnamese-Bible-1934			VI9	Kinh Thánh Tiếng Việt 1934	Vietnamese Bible 1934	tiếng Việt	Vietnamese	Vietnam, China				vie	vi	vi		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Grace Hazenberg Cadman / John Drange Olsen	Cadman with the CMA and Bible Society in Vietnam, from Mr. Phien Nguyen	1934		Crosswire.org	https://crosswire.org/sword/modules/ModInfo.jsp?modName=Viet			1729531741	1729531768	NULL	862N5YFKGEN	WW52JY47QPN	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-vietnamese-bible-1934/paperback/product-7zy2n6.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-vietnamese-bible-1934-new-testament/paperback/product-1pg5p2rn.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-vietnamese-bible-1934/hardcover/product-gznekd.html	NULL	7zy2n6	1pg5p2rn	gznekd	NULL	NULL
Holy-Bible---Vwanji---Vwanji-Bible			VWA	Kivwanji Bible	Vwanji Bible	Kivwanji	Vwanji	Tanzania				wbi				Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Door43 World Missions Community	Door43 World Missions Community	2020		eBible.org	https://ebible.org/details.php?id=wbi			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-vwanji-bible/paperback/product-d4rpk9.html	NULL	NULL	NULL	d4rpk9	NULL	NULL	NULL	NULL
Holy-Bible---Waddar---Waddar-Bible	HIN		WAD	वडार	Waddar Bible	Vadari	Waddar	India (Andhra Pradesh, Karnataka, Maharashtra), Nepal		font-devanagari.css	font-devanagari	wbq				Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Bridge Connectivity Solutions Pvt. Ltd.	Bridge Connectivity Solutions Pvt. Ltd.	2024		eBible.org	https://ebible.org/details.php?id=wbq			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-waddar-bible/paperback/product-zmy6jwe.html	NULL	NULL	NULL	zmy6jwe	NULL	NULL	NULL	NULL
Holy-Bible---Waja---Waja-Bible			WAJ	Wɪyáà Bible	Waja Bible	Wɪyáà	Waja	Nigeria (eastern)				wja				Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Language Developers and Bible Translators Association	The Seed Company	2024		eBible.org	https://ebible.org/details.php?id=wja			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-waja-bible/paperback/product-m2y7r5e.html	NULL	NULL	NULL	m2y7r5e	NULL	NULL	NULL	NULL
Holy-Bible---Wolio---Kitabi-Momangkilona-Bible			WOL	Kitabi Momangkilona Wolio	Buton Wolio Bible	Buton	Wolio	Indonesia (Sulawesi)				wlo				Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Wycliffe Bible Translators	Wycliffe Bible Translators	2024		eBible.org	https://ebible.org/details.php?id=wlo			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-buton-wolio-bible/paperback/product-rm65qw9.html	NULL	NULL	NULL	rm65qw9	NULL	NULL	NULL	NULL
Holy-Bible---Yaka---Ivatan-Bible			YAK	Ivatan Bible	Yaka Bible	Ivatan	Yaka	Congo, Gabon				iyx				Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Wycliffe Bible Translators	Wycliffe Bible Translators	2024		eBible.org	https://ebible.org/details.php?id=iyx			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-yaka-bible/paperback/product-gjyzmw5.html	NULL	NULL	NULL	gjyzmw5	NULL	NULL	NULL	NULL
Holy-Bible---Yaka---Yaka-Bible			YAA	Iyaka Bible	Yaka Bible	Iyaka	Yaka	DR Congo, Angola				yaf				Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			The Seed Company	Forum Communautaire des Traducteurs de la Bible et Alphabétisation	2022		eBible.org	https://ebible.org/details.php?id=yaf			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-yaka-bible/paperback/product-e7wyv6z.html	NULL	NULL	NULL	e7wyv6z	NULL	NULL	NULL	NULL
