# File Name: IVERSE.txt
# File Size: 1232809     
# File Date: 02/17/2026 10:46:12
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2026
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
#
BIBLE	REF	TEXT
BIBLE	REFERENCE	TEXT
Holy-Bible---Sanskrit---Malayalam-Script	LUK-023-034	ലൂകഃ 23:34	തദാ യീശുരകഥയത്, ഹേ പിതരേതാൻ ക്ഷമസ്വ യത ഏതേ യത് കർമ്മ കുർവ്വന്തി തൻ ന വിദുഃ; പശ്ചാത്തേ ഗുടികാപാതം കൃത്വാ തസ്യ വസ്ത്രാണി വിഭജ്യ ജഗൃഹുഃ|
Holy-Bible---Sanskrit---Malayalam-Script	REV-021-002	പ്രകാശിതം 21:2-3	അപരം സ്വർഗാദ് അവരോഹന്തീ പവിത്രാ നഗരീ, അർഥതോ നവീനാ യിരൂശാലമപുരീ മയാ ദൃഷ്ടാ, സാ വരായ വിഭൂഷിതാ കന്യേവ സുസജ്ജിതാസീത്| അനന്തരം സ്വർഗാദ് ഏഷ മഹാരവോ മയാ ശ്രുതഃ പശ്യായം മാനവൈഃ സാർദ്ധമ് ഈശ്വരസ്യാവാസഃ, സ തൈഃ സാർദ്ധം വത്സ്യതി തേ ച തസ്യ പ്രജാ ഭവിഷ്യന്തി, ഈശ്വരശ്ച സ്വയം തേഷാമ് ഈശ്വരോ ഭൂത്വാ തൈഃ സാർദ്ധം സ്ഥാസ്യതി|
Holy-Bible---Sanskrit---Malayalam-Script	HEB-011-008	ഇബ്രിണഃ 11:8	വിശ്വാസേനേബ്രാഹീമ് ആഹൂതഃ സൻ ആജ്ഞാം ഗൃഹീത്വാ യസ്യ സ്ഥാനസ്യാധികാരസ്തേന പ്രാപ്തവ്യസ്തത് സ്ഥാനം പ്രസ്ഥിതവാൻ കിന്തു പ്രസ്ഥാനസമയേ ക്ക യാമീതി നാജാനാത്|
Holy-Bible---Sanskrit---Malayalam-Script	EXO-013-017		
Holy-Bible---Sanskrit---Malayalam-Script	MAR-010-045	മാർകഃ 10:45	യതോ മനുഷ്യപുത്രഃ സേവ്യോ ഭവിതും നാഗതഃ സേവാം കർത്താം തഥാനേകേഷാം പരിത്രാണസ്യ മൂല്യരൂപസ്വപ്രാണം ദാതുഞ്ചാഗതഃ|
Holy-Bible---Sanskrit---Malayalam-Script	ROM-001-001	രോമിണഃ 1:1	ഈശ്വരോ നിജപുത്രമധി യം സുസംവാദം ഭവിഷ്യദ്വാദിഭി ർധർമ്മഗ്രന്ഥേ പ്രതിശ്രുതവാൻ തം സുസംവാദം പ്രചാരയിതും പൃഥക്കൃത ആഹൂതഃ പ്രേരിതശ്ച പ്രഭോ ര്യീശുഖ്രീഷ്ടസ്യ സേവകോ യഃ പൗലഃ
Holy-Bible---Sanskrit---Malayalam-Script	MAT-028-019	മഥിഃ 28:19	അതോ യൂയം പ്രയായ സർവ്വദേശീയാൻ ശിഷ്യാൻ കൃത്വാ പിതുഃ പുത്രസ്യ പവിത്രസ്യാത്മനശ്ച നാമ്നാ താനവഗാഹയത; അഹം യുഷ്മാൻ യദ്യദാദിശം തദപി പാലയിതും താനുപാദിശത|
Holy-Bible---Sanskrit---Oriya-Script	JOH-003-016	ଯୋହନଃ 3:16	ଈଶ୍ୱର ଇତ୍ଥଂ ଜଗଦଦଯତ ଯତ୍ ସ୍ୱମଦ୍ୱିତୀଯଂ ତନଯଂ ପ୍ରାଦଦାତ୍ ତତୋ ଯଃ କଶ୍ଚିତ୍ ତସ୍ମିନ୍ ୱିଶ୍ୱସିଷ୍ୟତି ସୋଽୱିନାଶ୍ୟଃ ସନ୍ ଅନନ୍ତାଯୁଃ ପ୍ରାପ୍ସ୍ୟତି|
Holy-Bible---Sanskrit---Oriya-Script	GEN-003-024		
Holy-Bible---Sanskrit---Oriya-Script	LUK-023-034	ଲୂକଃ 23:34	ତଦା ଯୀଶୁରକଥଯତ୍, ହେ ପିତରେତାନ୍ କ୍ଷମସ୍ୱ ଯତ ଏତେ ଯତ୍ କର୍ମ୍ମ କୁର୍ୱ୍ୱନ୍ତି ତନ୍ ନ ୱିଦୁଃ; ପଶ୍ଚାତ୍ତେ ଗୁଟିକାପାତଂ କୃତ୍ୱା ତସ୍ୟ ୱସ୍ତ୍ରାଣି ୱିଭଜ୍ୟ ଜଗୃହୁଃ|
Holy-Bible---Sanskrit---Oriya-Script	REV-021-002	ପ୍ରକାଶିତଂ 21:2-3	ଅପରଂ ସ୍ୱର୍ଗାଦ୍ ଅୱରୋହନ୍ତୀ ପୱିତ୍ରା ନଗରୀ, ଅର୍ଥତୋ ନୱୀନା ଯିରୂଶାଲମପୁରୀ ମଯା ଦୃଷ୍ଟା, ସା ୱରାଯ ୱିଭୂଷିତା କନ୍ୟେୱ ସୁସଜ୍ଜିତାସୀତ୍| ଅନନ୍ତରଂ ସ୍ୱର୍ଗାଦ୍ ଏଷ ମହାରୱୋ ମଯା ଶ୍ରୁତଃ ପଶ୍ୟାଯଂ ମାନୱୈଃ ସାର୍ଦ୍ଧମ୍ ଈଶ୍ୱରସ୍ୟାୱାସଃ, ସ ତୈଃ ସାର୍ଦ୍ଧଂ ୱତ୍ସ୍ୟତି ତେ ଚ ତସ୍ୟ ପ୍ରଜା ଭୱିଷ୍ୟନ୍ତି, ଈଶ୍ୱରଶ୍ଚ ସ୍ୱଯଂ ତେଷାମ୍ ଈଶ୍ୱରୋ ଭୂତ୍ୱା ତୈଃ ସାର୍ଦ୍ଧଂ ସ୍ଥାସ୍ୟତି|
Holy-Bible---Sanskrit---Oriya-Script	HEB-011-008	ଇବ୍ରିଣଃ 11:8	ୱିଶ୍ୱାସେନେବ୍ରାହୀମ୍ ଆହୂତଃ ସନ୍ ଆଜ୍ଞାଂ ଗୃହୀତ୍ୱା ଯସ୍ୟ ସ୍ଥାନସ୍ୟାଧିକାରସ୍ତେନ ପ୍ରାପ୍ତୱ୍ୟସ୍ତତ୍ ସ୍ଥାନଂ ପ୍ରସ୍ଥିତୱାନ୍ କିନ୍ତୁ ପ୍ରସ୍ଥାନସମଯେ କ୍କ ଯାମୀତି ନାଜାନାତ୍|
Holy-Bible---Sanskrit---Oriya-Script	EXO-013-017		
Holy-Bible---Sanskrit---Oriya-Script	MAR-010-045	ମାର୍କଃ 10:45	ଯତୋ ମନୁଷ୍ୟପୁତ୍ରଃ ସେୱ୍ୟୋ ଭୱିତୁଂ ନାଗତଃ ସେୱାଂ କର୍ତ୍ତାଂ ତଥାନେକେଷାଂ ପରିତ୍ରାଣସ୍ୟ ମୂଲ୍ୟରୂପସ୍ୱପ୍ରାଣଂ ଦାତୁଞ୍ଚାଗତଃ|
Holy-Bible---Sanskrit---Oriya-Script	ROM-001-001	ରୋମିଣଃ 1:1	ଈଶ୍ୱରୋ ନିଜପୁତ୍ରମଧି ଯଂ ସୁସଂୱାଦଂ ଭୱିଷ୍ୟଦ୍ୱାଦିଭି ର୍ଧର୍ମ୍ମଗ୍ରନ୍ଥେ ପ୍ରତିଶ୍ରୁତୱାନ୍ ତଂ ସୁସଂୱାଦଂ ପ୍ରଚାରଯିତୁଂ ପୃଥକ୍କୃତ ଆହୂତଃ ପ୍ରେରିତଶ୍ଚ ପ୍ରଭୋ ର୍ୟୀଶୁଖ୍ରୀଷ୍ଟସ୍ୟ ସେୱକୋ ଯଃ ପୌଲଃ
Holy-Bible---Sanskrit---Oriya-Script	MAT-028-019	ମଥିଃ 28:19	ଅତୋ ଯୂଯଂ ପ୍ରଯାଯ ସର୍ୱ୍ୱଦେଶୀଯାନ୍ ଶିଷ୍ୟାନ୍ କୃତ୍ୱା ପିତୁଃ ପୁତ୍ରସ୍ୟ ପୱିତ୍ରସ୍ୟାତ୍ମନଶ୍ଚ ନାମ୍ନା ତାନୱଗାହଯତ; ଅହଂ ଯୁଷ୍ମାନ୍ ଯଦ୍ୟଦାଦିଶଂ ତଦପି ପାଲଯିତୁଂ ତାନୁପାଦିଶତ|
Holy-Bible---Sanskrit---Punjabi-Script	JOH-003-016	ਯੋਹਨਃ 3:16	ਈਸ਼੍ਵਰ ਇੱਥੰ ਜਗਦਦਯਤ ਯਤ੍ ਸ੍ਵਮਦ੍ਵਿਤੀਯੰ ਤਨਯੰ ਪ੍ਰਾਦਦਾਤ੍ ਤਤੋ ਯਃ ਕਸ਼੍ਚਿਤ੍ ਤਸ੍ਮਿਨ੍ ਵਿਸ਼੍ਵਸਿਸ਼਼੍ਯਤਿ ਸੋ(ਅ)ਵਿਨਾਸ਼੍ਯਃ ਸਨ੍ ਅਨਨ੍ਤਾਯੁਃ ਪ੍ਰਾਪ੍ਸ੍ਯਤਿ|
Holy-Bible---Sanskrit---Punjabi-Script	GEN-003-024		
Holy-Bible---Sanskrit---Punjabi-Script	LUK-023-034	ਲੂਕਃ 23:34	ਤਦਾ ਯੀਸ਼ੁਰਕਥਯਤ੍, ਹੇ ਪਿਤਰੇਤਾਨ੍ ਕ੍ਸ਼਼ਮਸ੍ਵ ਯਤ ਏਤੇ ਯਤ੍ ਕਰ੍ੰਮ ਕੁਰ੍ੱਵਨ੍ਤਿ ਤਨ੍ ਨ ਵਿਦੁਃ; ਪਸ਼੍ਚਾੱਤੇ ਗੁਟਿਕਾਪਾਤੰ ਕ੍ਰੁʼਤ੍ਵਾ ਤਸ੍ਯ ਵਸ੍ਤ੍ਰਾਣਿ ਵਿਭਜ੍ਯ ਜਗ੍ਰੁʼਹੁਃ|
Holy-Bible---Sanskrit---Punjabi-Script	REV-021-002	ਪ੍ਰਕਾਸ਼ਿਤੰ 21:2-3	ਅਪਰੰ ਸ੍ਵਰ੍ਗਾਦ੍ ਅਵਰੋਹਨ੍ਤੀ ਪਵਿਤ੍ਰਾ ਨਗਰੀ, ਅਰ੍ਥਤੋ ਨਵੀਨਾ ਯਿਰੂਸ਼ਾਲਮਪੁਰੀ ਮਯਾ ਦ੍ਰੁʼਸ਼਼੍ਟਾ, ਸਾ ਵਰਾਯ ਵਿਭੂਸ਼਼ਿਤਾ ਕਨ੍ਯੇਵ ਸੁਸੱਜਿਤਾਸੀਤ੍| ਅਨਨ੍ਤਰੰ ਸ੍ਵਰ੍ਗਾਦ੍ ਏਸ਼਼ ਮਹਾਰਵੋ ਮਯਾ ਸ਼੍ਰੁਤਃ ਪਸ਼੍ਯਾਯੰ ਮਾਨਵੈਃ ਸਾਰ੍ੱਧਮ੍ ਈਸ਼੍ਵਰਸ੍ਯਾਵਾਸਃ, ਸ ਤੈਃ ਸਾਰ੍ੱਧੰ ਵਤ੍ਸ੍ਯਤਿ ਤੇ ਚ ਤਸ੍ਯ ਪ੍ਰਜਾ ਭਵਿਸ਼਼੍ਯਨ੍ਤਿ, ਈਸ਼੍ਵਰਸ਼੍ਚ ਸ੍ਵਯੰ ਤੇਸ਼਼ਾਮ੍ ਈਸ਼੍ਵਰੋ ਭੂਤ੍ਵਾ ਤੈਃ ਸਾਰ੍ੱਧੰ ਸ੍ਥਾਸ੍ਯਤਿ|
Holy-Bible---Sanskrit---Punjabi-Script	HEB-011-008	ਇਬ੍ਰਿਣਃ 11:8	ਵਿਸ਼੍ਵਾਸੇਨੇਬ੍ਰਾਹੀਮ੍ ਆਹੂਤਃ ਸਨ੍ ਆਜ੍ਞਾਂ ਗ੍ਰੁʼਹੀਤ੍ਵਾ ਯਸ੍ਯ ਸ੍ਥਾਨਸ੍ਯਾਧਿਕਾਰਸ੍ਤੇਨ ਪ੍ਰਾਪ੍ਤਵ੍ਯਸ੍ਤਤ੍ ਸ੍ਥਾਨੰ ਪ੍ਰਸ੍ਥਿਤਵਾਨ੍ ਕਿਨ੍ਤੁ ਪ੍ਰਸ੍ਥਾਨਸਮਯੇ ੱਕ ਯਾਮੀਤਿ ਨਾਜਾਨਾਤ੍|
Holy-Bible---Sanskrit---Punjabi-Script	EXO-013-017		
Holy-Bible---Sanskrit---Punjabi-Script	MAR-010-045	ਮਾਰ੍ਕਃ 10:45	ਯਤੋ ਮਨੁਸ਼਼੍ਯਪੁਤ੍ਰਃ ਸੇਵ੍ਯੋ ਭਵਿਤੁੰ ਨਾਗਤਃ ਸੇਵਾਂ ਕਰ੍ੱਤਾਂ ਤਥਾਨੇਕੇਸ਼਼ਾਂ ਪਰਿਤ੍ਰਾਣਸ੍ਯ ਮੂਲ੍ਯਰੂਪਸ੍ਵਪ੍ਰਾਣੰ ਦਾਤੁਞ੍ਚਾਗਤਃ|
Holy-Bible---Sanskrit---Punjabi-Script	ROM-001-001	ਰੋਮਿਣਃ 1:1	ਈਸ਼੍ਵਰੋ ਨਿਜਪੁਤ੍ਰਮਧਿ ਯੰ ਸੁਸੰਵਾਦੰ ਭਵਿਸ਼਼੍ਯਦ੍ਵਾਦਿਭਿ ਰ੍ਧਰ੍ੰਮਗ੍ਰਨ੍ਥੇ ਪ੍ਰਤਿਸ਼੍ਰੁਤਵਾਨ੍ ਤੰ ਸੁਸੰਵਾਦੰ ਪ੍ਰਚਾਰਯਿਤੁੰ ਪ੍ਰੁʼਥੱਕ੍ਰੁʼਤ ਆਹੂਤਃ ਪ੍ਰੇਰਿਤਸ਼੍ਚ ਪ੍ਰਭੋ ਰ੍ਯੀਸ਼ੁਖ੍ਰੀਸ਼਼੍ਟਸ੍ਯ ਸੇਵਕੋ ਯਃ ਪੌਲਃ
Holy-Bible---Sanskrit---Punjabi-Script	MAT-028-019	ਮਥਿਃ 28:19	ਅਤੋ ਯੂਯੰ ਪ੍ਰਯਾਯ ਸਰ੍ੱਵਦੇਸ਼ੀਯਾਨ੍ ਸ਼ਿਸ਼਼੍ਯਾਨ੍ ਕ੍ਰੁʼਤ੍ਵਾ ਪਿਤੁਃ ਪੁਤ੍ਰਸ੍ਯ ਪਵਿਤ੍ਰਸ੍ਯਾਤ੍ਮਨਸ਼੍ਚ ਨਾਮ੍ਨਾ ਤਾਨਵਗਾਹਯਤ; ਅਹੰ ਯੁਸ਼਼੍ਮਾਨ੍ ਯਦ੍ਯਦਾਦਿਸ਼ੰ ਤਦਪਿ ਪਾਲਯਿਤੁੰ ਤਾਨੁਪਾਦਿਸ਼ਤ|
Holy-Bible---Sanskrit---Sinhala-Script	JOH-003-016	යෝහනඃ 3:16	ඊශ්වර ඉත්ථං ජගදදයත යත් ස්වමද්විතීයං තනයං ප්‍රාදදාත් තතෝ යඃ කශ්චිත් තස්මින් විශ්වසිෂ්‍යති සෝ(අ)විනාශ්‍යඃ සන් අනන්තායුඃ ප්‍රාප්ස්‍යති|
Holy-Bible---Sanskrit---Sinhala-Script	GEN-003-024		
Holy-Bible---Sanskrit---Sinhala-Script	LUK-023-034	ලූකඃ 23:34	තදා යීශුරකථයත්, හේ පිතරේතාන් ක්‍ෂමස්ව යත ඒතේ යත් කර්ම්ම කුර්ව්වන්ති තන් න විදුඃ; පශ්චාත්තේ ගුටිකාපාතං කෘත්වා තස්‍ය වස්ත්‍රාණි විභජ්‍ය ජගෘහුඃ|
Holy-Bible---Sanskrit---Sinhala-Script	REV-021-002	ප්‍රකාශිතං 21:2-3	අපරං ස්වර්ගාද් අවරෝහන්තී පවිත්‍රා නගරී, අර්ථතෝ නවීනා යිරූශාලමපුරී මයා දෘෂ්ටා, සා වරාය විභූෂිතා කන්‍යේව සුසජ්ජිතාසීත්| අනන්තරං ස්වර්ගාද් ඒෂ මහාරවෝ මයා ශ්‍රුතඃ පශ්‍යායං මානවෛඃ සාර්ද්ධම් ඊශ්වරස්‍යාවාසඃ, ස තෛඃ සාර්ද්ධං වත්ස්‍යති තේ ච තස්‍ය ප්‍රජා භවිෂ්‍යන්ති, ඊශ්වරශ්ච ස්වයං තේෂාම් ඊශ්වරෝ භූත්වා තෛඃ සාර්ද්ධං ස්ථාස්‍යති|
Holy-Bible---Sanskrit---Sinhala-Script	HEB-011-008	ඉබ්‍රිණඃ 11:8	විශ්වාසේනේබ්‍රාහීම් ආහූතඃ සන් ආඥාං ගෘහීත්වා යස්‍ය ස්ථානස්‍යාධිකාරස්තේන ප්‍රාප්තව්‍යස්තත් ස්ථානං ප්‍රස්ථිතවාන් කින්තු ප්‍රස්ථානසමයේ ක්ක යාමීති නාජානාත්|
Holy-Bible---Sanskrit---Sinhala-Script	EXO-013-017		
Holy-Bible---Sanskrit---Sinhala-Script	MAR-010-045	මාර්කඃ 10:45	යතෝ මනුෂ්‍යපුත්‍රඃ සේව්‍යෝ භවිතුං නාගතඃ සේවාං කර්ත්තාං තථානේකේෂාං පරිත්‍රාණස්‍ය මූල්‍යරූපස්වප්‍රාණං දාතුඤ්චාගතඃ|
Holy-Bible---Sanskrit---Sinhala-Script	ROM-001-001	රෝමිණඃ 1:1	ඊශ්වරෝ නිජපුත්‍රමධි යං සුසංවාදං භවිෂ්‍යද්වාදිභි ර්ධර්ම්මග්‍රන්ථේ ප්‍රතිශ්‍රුතවාන් තං සුසංවාදං ප්‍රචාරයිතුං පෘථක්කෘත ආහූතඃ ප්‍රේරිතශ්ච ප්‍රභෝ ර‍්‍යීශුඛ්‍රීෂ්ටස්‍ය සේවකෝ යඃ පෞලඃ
Holy-Bible---Sanskrit---Sinhala-Script	MAT-028-019	මථිඃ 28:19	අතෝ යූයං ප්‍රයාය සර්ව්වදේශීයාන් ශිෂ්‍යාන් කෘත්වා පිතුඃ පුත්‍රස්‍ය පවිත්‍රස්‍යාත්මනශ්ච නාම්නා තානවගාහයත; අහං යුෂ්මාන් යද්‍යදාදිශං තදපි පාලයිතුං තානුපාදිශත|
Holy-Bible---Sanskrit---Tamil-Script	JOH-003-016	யோஹந​: 3:16	ஈஸ்²வர இத்த²ம்’ ஜக³த³த³யத யத் ஸ்வமத்³விதீயம்’ தநயம்’ ப்ராத³தா³த் ததோ ய​: கஸ்²சித் தஸ்மிந் விஸ்²வஸிஷ்யதி ஸோ(அ)விநாஸ்²ய​: ஸந் அநந்தாயு​: ப்ராப்ஸ்யதி|
Holy-Bible---Sanskrit---Tamil-Script	GEN-003-024		
Holy-Bible---Sanskrit---Tamil-Script	LUK-023-034	லூக​: 23:34	ததா³ யீஸு²ரகத²யத், ஹே பிதரேதாந் க்ஷமஸ்வ யத ஏதே யத் கர்ம்ம குர்வ்வந்தி தந் ந விது³​:; பஸ்²சாத்தே கு³டிகாபாதம்’ க்ரு’த்வா தஸ்ய வஸ்த்ராணி விப⁴ஜ்ய ஜக்³ரு’ஹு​: |
Holy-Bible---Sanskrit---Tamil-Script	REV-021-002	ப்ரகாஸி²தம்’ 21:2-3	அபரம்’ ஸ்வர்கா³த்³ அவரோஹந்தீ பவித்ரா நக³ரீ, அர்த²தோ நவீநா யிரூஸா²லமபுரீ மயா த்³ரு’ஷ்டா, ஸா வராய விபூ⁴ஷிதா கந்யேவ ஸுஸஜ்ஜிதாஸீத்| அநந்தரம்’ ஸ்வர்கா³த்³ ஏஷ மஹாரவோ மயா ஸ்²ருத​: பஸ்²யாயம்’ மாநவை​: ஸார்த்³த⁴ம் ஈஸ்²வரஸ்யாவாஸ​:, ஸ தை​: ஸார்த்³த⁴ம்’ வத்ஸ்யதி தே ச தஸ்ய ப்ரஜா ப⁴விஷ்யந்தி, ஈஸ்²வரஸ்²ச ஸ்வயம்’ தேஷாம் ஈஸ்²வரோ பூ⁴த்வா தை​: ஸார்த்³த⁴ம்’ ஸ்தா²ஸ்யதி|
Holy-Bible---Sanskrit---Tamil-Script	HEB-011-008	இப்³ரிண​: 11:8	விஸ்²வாஸேநேப்³ராஹீம் ஆஹூத​: ஸந் ஆஜ்ஞாம்’ க்³ரு’ஹீத்வா யஸ்ய ஸ்தா²நஸ்யாதி⁴காரஸ்தேந ப்ராப்தவ்யஸ்தத் ஸ்தா²நம்’ ப்ரஸ்தி²தவாந் கிந்து ப்ரஸ்தா²நஸமயே க்க யாமீதி நாஜாநாத்|
Holy-Bible---Sanskrit---Tamil-Script	EXO-013-017		
Holy-Bible---Sanskrit---Tamil-Script	MAR-010-045	மார்க​: 10:45	யதோ மநுஷ்யபுத்ர​: ஸேவ்யோ ப⁴விதும்’ நாக³த​: ஸேவாம்’ கர்த்தாம்’ ததா²நேகேஷாம்’ பரித்ராணஸ்ய மூல்யரூபஸ்வப்ராணம்’ தா³துஞ்சாக³த​: |
Holy-Bible---Sanskrit---Tamil-Script	ROM-001-001	ரோமிண​: 1:1	ஈஸ்²வரோ நிஜபுத்ரமதி⁴ யம்’ ஸுஸம்’வாத³ம்’ ப⁴விஷ்யத்³வாதி³பி⁴ ர்த⁴ர்ம்மக்³ரந்தே² ப்ரதிஸ்²ருதவாந் தம்’ ஸுஸம்’வாத³ம்’ ப்ரசாரயிதும்’ ப்ரு’த²க்க்ரு’த ஆஹூத​: ப்ரேரிதஸ்²ச ப்ரபோ⁴ ர்யீஸு²க்²ரீஷ்டஸ்ய ஸேவகோ ய​: பௌல​:
Holy-Bible---Sanskrit---Tamil-Script	MAT-028-019	மதி²​: 28:19	அதோ யூயம்’ ப்ரயாய ஸர்வ்வதே³ஸீ²யாந் ஸி²ஷ்யாந் க்ரு’த்வா பிது​: புத்ரஸ்ய பவித்ரஸ்யாத்மநஸ்²ச நாம்நா தாநவகா³ஹயத; அஹம்’ யுஷ்மாந் யத்³யதா³தி³ஸ²ம்’ தத³பி பாலயிதும்’ தாநுபாதி³ஸ²த|
Holy-Bible---Sanskrit---Telugu-Script	JOH-003-016	యోహనః 3:16	ఈశ్వర ఇత్థం జగదదయత యత్ స్వమద్వితీయం తనయం ప్రాదదాత్ తతో యః కశ్చిత్ తస్మిన్ విశ్వసిష్యతి సోఽవినాశ్యః సన్ అనన్తాయుః ప్రాప్స్యతి|
